	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	2_NPC_DMSO	4_NPC_DMSO	5_NPC_DMSO
ENSMUSG00000109116.1	2	0	1	0	0	0
ENSMUSG00000109117.1	4	4	5	17	0	1
ENSMUSG00000109118.1	202	195	162	114	127	115
ENSMUSG00000109119.1	0	0	0	1	0	1
ENSMUSG00000109121.1	0	0	0	30	12	29
ENSMUSG00000109122.1	1	0	1	42	51	79
ENSMUSG00000109123.1	1	0	0	2	0	2
ENSMUSG00000109124.1	0	0	0	10	16	21
ENSMUSG00000109125.1	0	0	0	20	13	11
ENSMUSG00000109126.1	0	0	0	0	0	0
ENSMUSG00000109127.1	12	28	11	37	50	42
ENSMUSG00000109128.1	4	2	0	5	4	4
ENSMUSG00000109129.1	0	0	0	0	0	0
ENSMUSG00000109130.1	1	0	0	16	8	10
ENSMUSG00000109131.1	4	1	4	6	1	0
ENSMUSG00000109132.1	0	0	0	0	0	0
ENSMUSG00000109133.1	0	0	1	4	4	4
ENSMUSG00000109134.1	0	0	0	0	1	1
ENSMUSG00000109135.1	0	0	0	0	0	0
ENSMUSG00000109136.1	86	40	102	1	1	0
ENSMUSG00000109137.1	2	0	0	1	5	0
ENSMUSG00000109138.1	0	0	0	0	0	0
ENSMUSG00000109139.1	0	0	0	2	6	3
ENSMUSG00000109140.1	2	1	1	14	0	0
ENSMUSG00000109141.1	0	1	0	1	0	0
ENSMUSG00000109142.1	0	0	0	0	0	0
ENSMUSG00000109143.1	24	42	13	24	9	16
ENSMUSG00000109145.1	0	0	2	0	1	0
ENSMUSG00000109147.1	122	54	109	163	146	123
ENSMUSG00000109148.1	0	0	0	0	0	0
ENSMUSG00000109149.1	6	1	0	5	5	0
ENSMUSG00000109150.1	0	0	0	1	0	0
ENSMUSG00000109151.1	0	0	0	0	1	0
ENSMUSG00000109152.1	0	0	0	0	0	0
ENSMUSG00000109153.1	0	0	0	0	0	0
ENSMUSG00000109154.1	34	31	36	5	7	14
ENSMUSG00000109155.1	0	0	0	0	1	0
ENSMUSG00000109156.1	0	0	0	20	8	9
ENSMUSG00000109157.1	10	9	13	36	36	14
ENSMUSG00000109158.1	0	0	0	0	0	0
ENSMUSG00000109159.1	0	0	1	0	0	0
ENSMUSG00000109160.1	0	0	0	2	2	1
ENSMUSG00000109161.1	0	0	0	0	1	0
ENSMUSG00000109162.1	1	0	0	7	14	8
ENSMUSG00000109163.1	2	0	13	1	6	4
ENSMUSG00000109164.1	1	0	0	0	0	0
ENSMUSG00000109165.1	86	54	63	51	42	37
ENSMUSG00000109166.1	0	0	0	0	0	0
ENSMUSG00000109167.1	0	0	0	0	0	0
ENSMUSG00000109168.1	3	0	2	5	1	0
ENSMUSG00000109169.1	0	0	0	0	0	0
ENSMUSG00000109170.1	0	0	0	0	0	0
ENSMUSG00000109171.1	12	8	10	5	8	3
ENSMUSG00000109172.1	0	0	0	0	0	0
ENSMUSG00000109173.1	0	0	0	0	1	0
ENSMUSG00000109174.1	0	0	0	0	0	0
ENSMUSG00000109175.1	0	0	0	1	0	0
ENSMUSG00000109176.1	136	202	43	105	76	26
ENSMUSG00000109177.1	0	0	1	4	2	1
ENSMUSG00000109178.1	0	0	0	0	0	0
ENSMUSG00000109179.2	366	362	262	658	742	683
ENSMUSG00000109180.1	0	0	0	0	0	0
ENSMUSG00000109181.1	2	0	3	5	2	4
ENSMUSG00000109182.1	0	0	0	0	0	0
ENSMUSG00000109183.1	0	0	0	0	0	0
ENSMUSG00000109184.1	0	0	0	0	0	0
ENSMUSG00000109185.1	0	0	0	0	0	0
ENSMUSG00000109186.1	2	1	1	1	0	1
ENSMUSG00000109188.1	0	0	0	0	0	0
ENSMUSG00000109189.1	0	0	0	0	0	0
ENSMUSG00000109190.1	0	0	0	0	0	0
ENSMUSG00000109191.1	0	0	0	0	0	0
ENSMUSG00000109192.2	0	0	0	0	0	0
ENSMUSG00000109193.1	0	0	0	0	1	1
ENSMUSG00000109194.1	7	4	3	3	4	4
ENSMUSG00000109195.1	0	1	0	0	0	0
ENSMUSG00000109196.1	0	0	0	0	1	1
ENSMUSG00000109197.1	0	0	0	0	0	0
ENSMUSG00000109198.1	29	26	36	162	167	122
ENSMUSG00000109199.1	2	1	5	5	2	8
ENSMUSG00000109200.1	0	0	0	0	1	0
ENSMUSG00000109201.1	25	8	28	0	0	0
ENSMUSG00000109202.1	0	0	0	4	13	11
ENSMUSG00000109203.1	2	0	1	17	13	4
ENSMUSG00000109204.1	1	1	0	0	0	0
ENSMUSG00000109205.1	14	6	17	78	61	49
ENSMUSG00000109206.1	22	18	32	50	37	16
ENSMUSG00000109207.1	0	0	0	0	0	0
ENSMUSG00000109209.1	1	0	1	88	57	81
ENSMUSG00000109210.1	0	0	0	0	0	0
ENSMUSG00000109211.1	0	0	0	0	0	0
ENSMUSG00000109212.3	0	0	0	0	0	0
ENSMUSG00000109213.2	0	0	0	0	0	0
ENSMUSG00000109214.1	0	0	0	0	0	1
ENSMUSG00000109215.1	1	5	2	15	13	1
ENSMUSG00000109216.1	21	28	26	75	47	75
ENSMUSG00000109217.1	0	0	0	0	3	0
ENSMUSG00000109218.1	0	0	0	0	0	0
ENSMUSG00000109219.2	0	0	0	0	0	0
ENSMUSG00000109220.1	0	0	0	0	0	0
ENSMUSG00000109221.1	0	0	0	0	0	0
ENSMUSG00000109222.1	162	98	108	124	153	136
ENSMUSG00000109223.1	0	0	0	0	0	1
ENSMUSG00000109224.1	8	3	8	38	19	13
ENSMUSG00000109225.1	0	0	0	0	3	0
ENSMUSG00000109226.1	0	0	0	0	0	0
ENSMUSG00000109227.1	3	4	4	1	1	1
ENSMUSG00000109228.2	9	2	6	2	0	1
ENSMUSG00000109229.1	0	0	0	0	0	0
ENSMUSG00000109230.1	0	0	0	0	0	0
ENSMUSG00000109231.1	169	116	184	75	94	69
ENSMUSG00000109232.1	4	1	3	10	3	6
ENSMUSG00000109233.1	2	1	0	0	0	0
ENSMUSG00000109234.1	45	54	22	0	2	0
ENSMUSG00000109235.1	1	0	0	0	0	0
ENSMUSG00000109236.1	0	0	0	0	0	0
ENSMUSG00000109237.1	1	3	3	0	1	0
ENSMUSG00000109238.1	0	0	0	0	1	1
ENSMUSG00000109239.1	0	0	0	3	1	0
ENSMUSG00000109240.1	0	0	0	0	0	0
ENSMUSG00000109241.1	35	35	28	7	13	8
ENSMUSG00000109242.1	0	0	0	0	0	0
ENSMUSG00000109243.1	51	35	34	13	20	14
ENSMUSG00000109244.1	29	23	34	1	12	0
ENSMUSG00000109245.1	4	3	2	7	2	7
ENSMUSG00000109246.2	0	0	0	0	0	0
ENSMUSG00000109247.1	0	0	0	0	0	0
ENSMUSG00000109248.1	1	0	0	3	1	0
ENSMUSG00000109249.1	0	0	0	0	0	1
ENSMUSG00000109250.1	1	2	1	0	2	0
ENSMUSG00000109251.1	0	0	0	0	1	0
ENSMUSG00000109252.1	0	0	0	0	0	0
ENSMUSG00000109253.1	0	0	0	0	0	0
ENSMUSG00000109254.1	0	0	0	0	0	0
ENSMUSG00000109255.1	15	19	20	11	12	13
ENSMUSG00000109256.1	0	0	0	0	0	0
ENSMUSG00000109257.1	2	1	1	2	2	1
ENSMUSG00000109258.1	0	0	0	0	0	0
ENSMUSG00000109259.1	0	0	0	0	0	0
ENSMUSG00000109260.1	0	0	0	0	0	0
ENSMUSG00000109261.1	0	0	0	0	0	0
ENSMUSG00000109262.1	1	3	3	2	1	1
ENSMUSG00000109263.1	0	0	0	0	0	0
ENSMUSG00000109264.1	0	0	0	0	0	0
ENSMUSG00000109266.1	0	1	1	0	0	0
ENSMUSG00000109267.1	1	0	0	0	0	0
ENSMUSG00000109268.1	9	3	7	6	5	0
ENSMUSG00000109269.1	0	0	0	0	0	0
ENSMUSG00000109270.1	3	0	2	49	38	35
ENSMUSG00000109271.1	1	0	0	1	0	1
ENSMUSG00000109272.1	0	0	0	0	0	0
ENSMUSG00000109273.1	0	0	0	0	0	0
ENSMUSG00000109274.1	118	97	103	403	428	377
ENSMUSG00000109275.1	1	0	0	2	2	0
ENSMUSG00000109276.1	0	0	0	0	0	0
ENSMUSG00000109277.1	24	14	19	19	16	6
ENSMUSG00000109278.1	0	0	0	0	0	0
ENSMUSG00000109279.1	48	31	35	63	54	43
ENSMUSG00000109280.1	0	0	0	0	0	0
ENSMUSG00000109281.1	0	1	1	0	0	0
ENSMUSG00000109282.1	0	0	0	0	2	0
ENSMUSG00000109283.1	0	0	0	0	0	0
ENSMUSG00000109284.1	216	331	128	54	24	23
ENSMUSG00000109285.1	0	0	0	0	0	0
ENSMUSG00000109286.1	0	0	0	1	0	1
ENSMUSG00000109287.1	0	0	0	0	0	0
ENSMUSG00000109289.1	0	0	0	0	0	0
ENSMUSG00000109290.1	0	0	1	1	0	0
ENSMUSG00000109291.1	2	2	6	0	1	0
ENSMUSG00000109292.1	0	0	0	0	0	0
ENSMUSG00000109293.1	147	44	87	137	162	106
ENSMUSG00000109294.1	0	1	1	0	0	0
ENSMUSG00000109295.1	0	0	0	0	0	0
ENSMUSG00000109297.1	1	0	0	0	2	1
ENSMUSG00000109298.1	0	0	0	0	0	0
ENSMUSG00000109299.1	34	19	45	2	2	1
ENSMUSG00000109300.1	0	0	0	0	0	0
ENSMUSG00000109301.1	1	0	1	0	0	0
ENSMUSG00000109302.1	6	1	8	3	0	2
ENSMUSG00000109303.1	4	2	1	4	8	4
ENSMUSG00000109304.1	51	46	64	21	9	12
ENSMUSG00000109305.1	125	80	124	22	31	22
ENSMUSG00000109306.1	0	0	0	0	0	0
ENSMUSG00000109307.1	30	18	24	0	1	0
ENSMUSG00000109308.1	0	0	0	0	0	0
ENSMUSG00000109309.1	0	0	0	0	0	0
ENSMUSG00000109310.1	0	0	0	0	0	2
ENSMUSG00000109311.1	0	2	0	1	0	0
ENSMUSG00000109312.1	0	0	0	0	0	0
ENSMUSG00000109313.1	0	3	3	4	8	3
ENSMUSG00000109314.1	47	24	39	8	5	3
ENSMUSG00000109315.1	0	0	0	0	0	0
ENSMUSG00000109316.1	0	0	0	0	0	0
ENSMUSG00000109317.1	68	34	50	21	14	8
ENSMUSG00000109318.1	0	0	0	0	0	0
ENSMUSG00000109319.1	0	0	0	0	0	0
ENSMUSG00000109320.1	0	0	0	1	2	0
ENSMUSG00000109321.1	10	10	4	1043	610	568
ENSMUSG00000109322.2	0	0	0	0	0	0
ENSMUSG00000109323.1	1	0	1	0	0	0
ENSMUSG00000109324.2	30758	24571	24464	29690	26769	27840
ENSMUSG00000109325.1	294	112	366	13	80	13
ENSMUSG00000109326.1	2	8	10	17	12	11
ENSMUSG00000109327.1	2	3	1	0	5	2
ENSMUSG00000109328.2	0	0	0	0	0	0
ENSMUSG00000109329.1	0	0	0	0	0	0
ENSMUSG00000109330.1	0	0	0	0	0	0
ENSMUSG00000109331.1	0	0	1	0	0	0
ENSMUSG00000109332.1	0	1	2	8	21	20
ENSMUSG00000109333.1	3	0	0	0	1	0
ENSMUSG00000109334.1	0	0	0	0	0	0
ENSMUSG00000109335.1	0	0	0	0	0	0
ENSMUSG00000109336.1	11249	8069	9975	6760	7050	5780
ENSMUSG00000109337.1	1	2	1	20	11	5
ENSMUSG00000109338.2	0	0	0	1	1	0
ENSMUSG00000109339.1	0	0	0	0	0	0
ENSMUSG00000109340.1	0	0	0	0	0	0
ENSMUSG00000109341.1	2	0	0	3	5	2
ENSMUSG00000109342.1	0	0	0	0	2	0
ENSMUSG00000109343.1	0	0	0	0	0	0
ENSMUSG00000109344.1	0	0	0	0	0	1
ENSMUSG00000109345.1	0	0	0	0	0	0
ENSMUSG00000109346.1	0	0	0	0	0	0
ENSMUSG00000109347.1	0	0	0	0	0	0
ENSMUSG00000109348.1	0	0	0	0	0	0
ENSMUSG00000109350.1	0	0	0	0	0	0
ENSMUSG00000109351.1	0	0	2	1	0	1
ENSMUSG00000109352.1	0	0	0	0	0	0
ENSMUSG00000109353.1	0	0	0	0	0	0
ENSMUSG00000109354.2	0	0	0	0	0	0
ENSMUSG00000109355.1	0	2	1	4	3	2
ENSMUSG00000109356.1	0	0	0	0	0	0
ENSMUSG00000109357.1	0	0	0	1	0	0
ENSMUSG00000109358.1	1	0	0	1	4	0
ENSMUSG00000109359.1	0	0	0	1	2	2
ENSMUSG00000109360.1	0	0	0	0	0	0
ENSMUSG00000109361.1	1	0	1	4	5	4
ENSMUSG00000109362.1	0	0	0	19	29	49
ENSMUSG00000109363.1	12	7	3	1	3	2
ENSMUSG00000109364.1	0	0	0	6	9	3
ENSMUSG00000109365.2	0	0	0	0	0	0
ENSMUSG00000109366.1	23	8	21	17	20	10
ENSMUSG00000109367.1	0	1	0	0	0	0
ENSMUSG00000109368.1	0	0	0	0	0	0
ENSMUSG00000109369.1	0	0	0	0	0	0
ENSMUSG00000109370.1	0	0	0	1	0	2
ENSMUSG00000109371.1	1	2	3	11	2	1
ENSMUSG00000109372.1	4	2	3	12	16	15
ENSMUSG00000109373.1	0	0	0	0	0	0
ENSMUSG00000109374.1	4	0	0	1	0	3
ENSMUSG00000109375.1	0	0	0	1	2	0
ENSMUSG00000109376.1	0	0	0	0	0	0
ENSMUSG00000109377.1	0	0	0	0	0	0
ENSMUSG00000109378.1	117	111	118	311	421	310
ENSMUSG00000109379.1	23	27	17	57	76	62
ENSMUSG00000109380.1	0	0	0	0	0	0
ENSMUSG00000109381.1	0	0	0	3	3	0
ENSMUSG00000109382.1	0	0	0	0	1	0
ENSMUSG00000109383.1	1	3	2	28	18	18
ENSMUSG00000109384.1	1	0	0	1	0	0
ENSMUSG00000109385.1	0	0	0	7	1	3
ENSMUSG00000109387.1	0	0	0	0	1	0
ENSMUSG00000109388.1	0	0	0	0	1	1
ENSMUSG00000109389.1	0	0	0	0	0	0
ENSMUSG00000109390.1	24	22	23	198	159	111
ENSMUSG00000109391.1	0	0	0	0	0	0
ENSMUSG00000109392.1	24	6	18	4	5	10
ENSMUSG00000109393.1	1	2	5	0	0	0
ENSMUSG00000109394.2	9	9	2	2408	2091	2020
ENSMUSG00000109395.1	0	0	0	0	0	0
ENSMUSG00000109396.1	0	0	0	0	0	0
ENSMUSG00000109397.1	6	3	1	5	2	2
ENSMUSG00000109398.2	368	367	270	694	558	545
ENSMUSG00000109399.1	12	10	14	36	26	16
ENSMUSG00000109400.1	0	0	0	0	0	0
ENSMUSG00000109401.1	3	2	0	10	18	13
ENSMUSG00000109402.1	0	2	0	0	1	0
ENSMUSG00000109403.2	0	0	0	0	0	0
ENSMUSG00000109404.1	2	1	0	0	0	0
ENSMUSG00000109405.1	0	0	0	0	0	0
ENSMUSG00000109406.2	0	0	0	0	0	0
ENSMUSG00000109407.1	0	0	0	0	0	0
ENSMUSG00000109408.1	276	188	244	260	198	179
ENSMUSG00000109409.1	0	0	0	0	1	0
ENSMUSG00000109410.1	0	0	0	2	0	0
ENSMUSG00000109411.1	0	0	0	0	0	0
ENSMUSG00000109412.1	0	0	0	0	0	0
ENSMUSG00000109413.1	0	0	0	1	1	0
ENSMUSG00000109414.1	0	0	0	0	0	0
ENSMUSG00000109415.1	0	0	0	0	0	0
ENSMUSG00000109416.1	2	1	4	15	7	2
ENSMUSG00000109417.1	0	0	0	0	0	1
ENSMUSG00000109418.1	0	1	0	2	3	4
ENSMUSG00000109419.1	0	0	0	1	4	0
ENSMUSG00000109420.1	54	33	50	11	17	12
ENSMUSG00000109421.1	0	0	0	0	0	0
ENSMUSG00000109422.1	0	0	0	0	0	0
ENSMUSG00000109423.1	0	0	0	0	0	0
ENSMUSG00000109424.1	23	12	11	4	1	0
ENSMUSG00000109425.1	0	0	0	0	0	0
ENSMUSG00000109426.2	0	0	0	0	0	0
ENSMUSG00000109427.1	2	1	6	5	7	7
ENSMUSG00000109428.1	14	21	10	12	20	17
ENSMUSG00000109429.1	47	37	41	15	9	10
ENSMUSG00000109430.1	0	0	0	1	2	1
ENSMUSG00000109431.1	0	0	0	0	0	2
ENSMUSG00000109432.1	2	0	1	7	2	2
ENSMUSG00000109433.1	0	0	0	0	0	0
ENSMUSG00000109434.1	2	1	8	0	0	0
ENSMUSG00000109435.1	0	0	0	1	3	1
ENSMUSG00000109436.1	1	3	1	6	0	0
ENSMUSG00000109437.1	0	0	0	82	33	35
ENSMUSG00000109438.1	9	15	27	43	44	22
ENSMUSG00000109439.1	0	0	0	0	0	0
ENSMUSG00000109440.1	0	0	0	0	0	0
ENSMUSG00000109441.1	176	157	96	146	115	93
ENSMUSG00000109442.1	0	0	0	0	0	0
ENSMUSG00000109443.1	0	0	0	0	0	0
ENSMUSG00000109444.1	0	0	0	0	0	0
ENSMUSG00000109445.1	0	0	1	0	0	0
ENSMUSG00000109446.1	0	0	0	1	0	0
ENSMUSG00000109447.1	0	0	0	0	0	0
ENSMUSG00000109448.1	7	7	9	15	17	11
ENSMUSG00000109449.3	0	0	0	0	0	0
ENSMUSG00000109450.1	0	3	0	5	8	1
ENSMUSG00000109451.1	0	0	0	0	0	0
ENSMUSG00000109452.1	0	0	0	0	0	0
ENSMUSG00000109453.1	0	0	0	0	0	0
ENSMUSG00000109454.1	0	0	0	0	0	1
ENSMUSG00000109455.1	9	3	10	24	27	15
ENSMUSG00000109456.1	0	0	0	5	3	2
ENSMUSG00000109457.1	0	0	0	0	0	0
ENSMUSG00000109458.1	0	0	0	0	0	0
ENSMUSG00000109459.1	106	60	78	16	31	16
ENSMUSG00000109460.1	36	28	32	688	578	519
ENSMUSG00000109461.1	0	0	0	0	0	0
ENSMUSG00000109462.1	0	0	0	0	0	0
ENSMUSG00000109463.1	0	0	0	0	0	0
ENSMUSG00000109464.1	3	7	1	0	1	0
ENSMUSG00000109465.1	0	0	0	0	0	0
ENSMUSG00000109466.1	0	1	0	1	0	0
ENSMUSG00000109467.1	0	0	0	0	0	0
ENSMUSG00000109468.1	1	3	1	7	2	6
ENSMUSG00000109469.1	0	0	0	0	0	0
ENSMUSG00000109471.1	0	0	0	0	0	0
ENSMUSG00000109472.1	8	3	9	29	19	19
ENSMUSG00000109473.1	0	0	1	0	0	0
ENSMUSG00000109475.1	0	0	0	0	0	0
ENSMUSG00000109476.1	0	0	0	0	0	0
ENSMUSG00000109477.1	0	0	0	0	0	0
ENSMUSG00000109478.1	0	0	0	0	0	0
ENSMUSG00000109479.1	0	0	0	0	0	0
ENSMUSG00000109480.1	23	5	29	3	0	0
ENSMUSG00000109481.1	0	0	0	1	0	0
ENSMUSG00000109482.2	382	418	204	5	9	1
ENSMUSG00000109484.1	0	0	0	0	0	0
ENSMUSG00000109485.1	4	3	5	9	6	4
ENSMUSG00000109487.3	0	0	0	0	0	0
ENSMUSG00000109488.1	3	4	1	2	1	0
ENSMUSG00000109489.1	12	14	11	31	36	20
ENSMUSG00000109490.1	3	1	8	0	0	0
ENSMUSG00000109491.1	12	9	7	27	30	30
ENSMUSG00000109492.1	1	0	1	1	3	0
ENSMUSG00000109493.1	0	0	0	0	0	0
ENSMUSG00000109494.1	0	0	0	0	0	0
ENSMUSG00000109495.1	5	1	4	3	8	8
ENSMUSG00000109496.1	0	0	0	0	0	0
ENSMUSG00000109497.1	0	0	0	0	0	0
ENSMUSG00000109498.1	73	57	68	18	28	12
ENSMUSG00000109499.1	0	0	0	0	0	0
ENSMUSG00000109500.1	0	0	0	1	0	0
ENSMUSG00000109501.1	0	1	0	0	1	1
ENSMUSG00000109502.1	0	0	0	0	0	1
ENSMUSG00000109503.1	1	0	0	3	1	1
ENSMUSG00000109504.1	0	0	0	0	0	0
ENSMUSG00000109505.1	0	0	0	7	4	5
ENSMUSG00000109506.1	0	0	0	1	1	3
ENSMUSG00000109507.1	0	0	0	0	0	0
ENSMUSG00000109508.1	21	1	25	6	2	0
ENSMUSG00000109509.1	886	724	645	316	284	234
ENSMUSG00000109510.1	0	0	0	0	1	0
ENSMUSG00000109511.1	14137	12203	10590	6221	6021	4587
ENSMUSG00000109512.1	0	2	0	0	0	0
ENSMUSG00000109513.1	6	2	4	2	0	2
ENSMUSG00000109514.1	0	0	0	0	0	0
ENSMUSG00000109515.1	0	0	0	0	0	0
ENSMUSG00000109516.1	0	0	0	0	0	0
ENSMUSG00000109517.1	32	29	53	27	48	55
ENSMUSG00000109518.1	0	0	0	0	0	0
ENSMUSG00000109519.1	0	0	0	0	0	0
ENSMUSG00000109520.2	0	0	0	0	0	0
ENSMUSG00000109521.3	0	0	0	0	0	0
ENSMUSG00000109522.1	0	0	0	0	0	0
ENSMUSG00000109523.1	0	0	0	0	0	0
ENSMUSG00000109524.1	0	0	0	0	0	0
ENSMUSG00000109525.1	0	0	0	0	0	0
ENSMUSG00000109526.1	0	0	0	0	0	0
ENSMUSG00000109527.1	0	0	0	0	0	0
ENSMUSG00000109528.2	2	0	1	0	1	0
ENSMUSG00000109529.1	0	0	0	3	1	0
ENSMUSG00000109530.1	0	0	0	0	0	0
ENSMUSG00000109532.1	0	0	0	2	0	3
ENSMUSG00000109533.1	0	0	0	0	0	0
ENSMUSG00000109534.1	0	0	0	0	0	0
ENSMUSG00000109535.1	0	0	0	0	0	0
ENSMUSG00000109536.1	70	50	66	482	360	440
ENSMUSG00000109537.1	0	0	0	0	0	0
ENSMUSG00000109538.1	0	0	0	0	0	0
ENSMUSG00000109539.1	58	44	84	88	81	44
ENSMUSG00000109540.1	0	0	0	0	0	0
ENSMUSG00000109541.1	0	0	0	0	1	0
ENSMUSG00000109542.2	0	0	0	0	0	0
ENSMUSG00000109543.1	0	0	0	0	0	0
ENSMUSG00000109544.2	0	0	0	0	0	0
ENSMUSG00000109545.1	0	0	0	0	6	0
ENSMUSG00000109546.1	0	0	0	0	0	0
ENSMUSG00000109547.2	0	0	0	0	0	0
ENSMUSG00000109548.1	0	0	0	1	1	0
ENSMUSG00000109549.1	10	9	7	4	4	5
ENSMUSG00000109550.1	0	0	2	5	2	3
ENSMUSG00000109551.1	0	0	0	0	0	0
ENSMUSG00000109552.1	0	0	0	0	0	0
ENSMUSG00000109553.1	0	0	0	0	0	0
ENSMUSG00000109555.1	85	22	155	16	37	31
ENSMUSG00000109556.1	0	0	0	0	0	0
ENSMUSG00000109557.1	0	0	0	0	0	0
ENSMUSG00000109558.1	0	0	0	0	0	0
ENSMUSG00000109559.1	0	0	0	0	0	0
ENSMUSG00000109560.1	3	3	1	1	0	0
ENSMUSG00000109561.1	111	97	44	42	22	1
ENSMUSG00000109562.1	0	0	0	0	1	0
ENSMUSG00000109563.1	0	0	0	0	0	0
ENSMUSG00000109564.1	2	1	11	1	4	1
ENSMUSG00000109565.1	15	26	13	6	9	9
ENSMUSG00000109566.1	0	0	0	0	0	0
ENSMUSG00000109567.1	0	0	0	0	0	0
ENSMUSG00000109568.1	21	5	13	23	33	11
ENSMUSG00000109569.1	0	0	0	0	0	0
ENSMUSG00000109570.1	0	0	1	1	3	3
ENSMUSG00000109571.1	0	0	0	0	0	0
ENSMUSG00000109572.1	5	4	0	0	1	2
ENSMUSG00000109573.1	0	0	0	0	0	0
ENSMUSG00000109574.1	0	0	1	22	3	0
ENSMUSG00000109575.1	0	0	0	33	16	39
ENSMUSG00000109576.1	4	1	1	1	1	0
ENSMUSG00000109577.1	0	0	0	0	0	0
ENSMUSG00000109578.1	0	0	0	0	0	0
ENSMUSG00000109579.1	0	0	0	7	6	2
ENSMUSG00000109580.1	2	2	0	0	0	0
ENSMUSG00000109581.1	0	0	1	0	0	0
ENSMUSG00000109582.1	21	14	13	8	14	2
ENSMUSG00000109583.1	0	0	0	0	0	0
ENSMUSG00000109584.1	0	0	0	0	0	0
ENSMUSG00000109585.1	25	7	30	5	6	0
ENSMUSG00000109586.1	0	1	1	0	0	0
ENSMUSG00000109587.1	8	6	11	19	24	23
ENSMUSG00000109588.1	0	1	1	2	0	0
ENSMUSG00000109589.1	0	0	1	0	0	0
ENSMUSG00000109590.1	0	0	0	17	11	4
ENSMUSG00000109591.1	0	0	0	0	0	0
ENSMUSG00000109592.1	0	0	0	0	0	0
ENSMUSG00000109593.1	0	0	0	0	0	0
ENSMUSG00000109594.1	0	0	0	0	0	0
ENSMUSG00000109595.1	0	1	0	4	4	0
ENSMUSG00000109596.1	0	0	0	0	0	0
ENSMUSG00000109597.1	0	0	0	0	0	0
ENSMUSG00000109598.1	3	2	4	2	1	0
ENSMUSG00000109599.1	20	15	35	18	15	15
ENSMUSG00000109600.1	0	0	0	0	1	2
ENSMUSG00000109601.1	0	0	0	0	0	1
ENSMUSG00000109602.1	75	72	48	8	13	2
ENSMUSG00000109603.1	0	0	0	0	0	0
ENSMUSG00000109604.1	10	17	5	15	13	17
ENSMUSG00000109605.1	0	0	1	0	0	0
ENSMUSG00000109606.1	0	0	1	4	4	1
ENSMUSG00000109607.1	0	0	0	0	0	0
ENSMUSG00000109608.1	47	14	27	2	9	1
ENSMUSG00000109609.1	22	21	21	29	29	25
ENSMUSG00000109610.1	28	24	33	9	2	2
ENSMUSG00000109611.1	0	0	0	0	0	0
ENSMUSG00000109612.1	0	0	0	0	0	0
ENSMUSG00000109613.1	1	1	1	1	1	0
ENSMUSG00000109614.1	0	0	1	0	0	0
ENSMUSG00000109615.1	0	0	0	0	0	0
ENSMUSG00000109616.1	0	0	0	0	0	0
ENSMUSG00000109617.1	1	0	3	3	4	2
ENSMUSG00000109618.1	67	20	61	8	14	6
ENSMUSG00000109619.1	0	0	0	0	0	0
ENSMUSG00000109620.1	0	0	0	0	0	0
ENSMUSG00000109621.1	0	0	0	0	0	0
ENSMUSG00000109622.1	0	0	0	0	2	0
ENSMUSG00000109623.1	1	3	0	2	2	0
ENSMUSG00000109624.1	1	0	0	0	0	0
ENSMUSG00000109625.1	0	0	0	5	5	4
ENSMUSG00000109626.1	0	0	0	0	0	0
ENSMUSG00000109627.1	0	0	0	0	0	0
ENSMUSG00000109628.1	0	0	0	3	2	0
ENSMUSG00000109629.1	0	0	0	1	1	0
ENSMUSG00000109630.1	0	0	0	0	0	0
ENSMUSG00000109631.1	0	0	0	0	0	0
ENSMUSG00000109632.1	30	11	21	10	6	2
ENSMUSG00000109633.1	0	0	0	0	0	0
ENSMUSG00000109634.1	0	0	0	1	0	1
ENSMUSG00000109635.1	0	0	0	0	0	0
ENSMUSG00000109636.1	0	0	1	0	0	0
ENSMUSG00000109637.1	1	0	0	1	0	0
ENSMUSG00000109638.1	8	11	9	7	2	1
ENSMUSG00000109639.1	0	0	0	0	0	0
ENSMUSG00000109640.1	26	17	25	15	9	5
ENSMUSG00000109641.1	0	0	0	0	0	0
ENSMUSG00000109642.1	8	2	3	6	3	2
ENSMUSG00000109643.1	0	0	0	0	1	0
ENSMUSG00000109644.1	53	57	22	19	25	3
ENSMUSG00000109645.1	10	10	6	7	5	6
ENSMUSG00000109646.1	0	0	0	0	0	0
ENSMUSG00000109647.1	0	0	0	0	0	0
ENSMUSG00000109648.1	2	4	0	2	2	6
ENSMUSG00000109649.1	23	22	15	1	2	3
ENSMUSG00000109650.1	0	0	0	0	0	0
ENSMUSG00000109651.1	0	1	0	0	2	0
ENSMUSG00000109652.1	17	17	10	3	8	8
ENSMUSG00000109653.1	0	0	0	0	0	0
ENSMUSG00000109654.1	23	18	18	6	16	6
ENSMUSG00000109655.1	0	0	0	0	0	0
ENSMUSG00000109656.1	0	0	0	0	0	0
ENSMUSG00000109657.1	0	0	0	0	0	0
ENSMUSG00000109658.1	53	24	43	7	6	6
ENSMUSG00000109659.3	0	0	0	0	0	0
ENSMUSG00000109661.1	0	0	0	0	0	0
ENSMUSG00000109662.1	0	0	0	0	0	0
ENSMUSG00000109663.1	3	2	2	0	0	0
ENSMUSG00000109664.1	0	0	0	1	0	0
ENSMUSG00000109665.1	0	0	0	0	0	0
ENSMUSG00000109666.1	2	0	0	1	0	0
